topic,group,author_id
Tactical shooter,031440,8
Samuel Nicholas,031440,5
Raise 'Em Up,031440,1
Something to Do With My Hands,031440,1
"Dynomutt, Dog Wonder",031440,3
Second Battle of Fallujah,031440,40
Skoal,031440,1
Smaug,031440,1
Lego Marvel Super Heroes,031440,3
SpyParty,031440,2
Something to Do with My Hands,031440,1
Archosargus probatocephalus,031441,1
Spinnerbait,031441,1
M16 rifle,031441,33
0 to 60 mph,031441,1
Fish hook,031441,1
Suspension lift,031441,1
Flying disc,031441,2
Outlaw,031441,6
Ban,031450,2
Jim Halpert,031450,6
M939 Truck,031450,2
Moviemistakes.com,031450,4
Haditha Dam,031450,1
3-Gun,031450,6
Maidan Wardak Province,031450,4
Tree-kangaroo,031450,1
Stewie Kills Lois and Lois Kills Stewie,031450,1
White-tailed deer,031450,4
GAU-19,031450,3
Largest organisms,031450,2
Ballistic trauma,031450,2
Collapse,031450,1
Muzzle,031450,4
Brad Snyder,031450,2
Personnel Armor System for Ground Troops,031450,3
Andy Bernard,031450,2
Lenco BearCat,031450,1
Sean Stephenson,031450,2
Jackass: The Movie,031450,6
Gun safe,031450,6
First person,031450,1
5.45×39mm,031450,1
Gift basket,031450,1
Aston Martin DB10,031450,1
Jackass 3D,031450,3
Razor,031450,3
Individual Movement Techniques,031450,5
Presidential Reunion,031450,1
O.F. Mossberg & Sons,031450,5
First-person Shooter,031450,3
Riot police,031450,2
Finale,031450,2
Don't Be Stupid (You Know I Love You),031450,1
Roman infantry tactics,031450,3
Operation Dragon Strike,031450,6
Mossberg 930,031450,4
Gremlins,031450,1
Jeff Dunham: Controlled Chaos,031450,2
BORTAC,031450,1
Ed Helms,031450,1
Bloop,031450,2
Sasuke,031450,3
Harlequin,031450,1
Six-wheel drive,031450,1
Staples Center,031450,1
The Fighting Season,031450,2
7.62×51mm NATO,031450,2
Living dinosaur,031450,2
I Will Remember You,031450,3
Michael C. Moynihan,031450,1
The Other Guys NYPD Recruitment Video,031450,3
ATF gunwalking scandal,031450,1
Stan Smith,031450,2
Roller Coaster Tycoon,031450,1
French Bulldog,031450,4
Superbad,0314510,2
Brian Sandoval,0314510,1
Latin ballad,0314510,1
Cache,0314510,1
Juan Gabriel,0314510,1
Héctor Suárez,0314510,1
Las Posadas,0314510,1
Holy Week,0314510,1
Espinoza Paz,0314510,1
Leupold & Stevens,0314510,3
Body worn video,0314510,16
Battle,0314510,47
Glock,0314510,53
Open bolt,0314510,1
Care Quality Commission,0314511,1
Throttle body spacer,0314511,1
Hitta.se,0314511,1
Mini 4WD,0314511,1
Pistol,0314511,28
Handgun holster,0320,18
Chinese language,0320,7
Small Arms Protective Insert,0320,2
Magpul Industries,0320,26
vz. 58,0320,4
The Nights (Felix Jaehn Remix),0320,5
Fertilisation,0320,1
Operation Christmas Drop,0320,4
David Cross,0320,1
Great Tribulation,0320,2
Tranny,0320,2
My Epic,0320,1
The Taliban Shuffle,0320,2
Diamond Eyes,0320,1
Secretary General of NATO,0320,2
DEF CON,0320,1
Antibacterial,0320,1
Kinetic energy penetrator,0320,3
Israeli settlement,0320,2
Biblical Sabbath,0320,2
.45-70,0320,9
C.J. Pearson,0320,4
Battlefield 2,0320,5
Dark Souls,0320,9
Brigade of Gurkhas,0320,7
God's Gonna Cut You Down,0320,12
Homefront: The Revolution,0320,2
Espionage,0320,7
Joel C. Rosenberg,0320,1
Bethel Music,0320,5
Colonel,0320,5
Massively multiplayer online role-playing game,0320,4
Border Wars,0320,7
Czechoslovakian Wolfdog,0320,1
Heritage of the Wolf,0320,1
United States Army Squad Designated Marksman Rifle,0320,3
Haredi Judaism,0320,1
Coalition to Stop Gun Violence,0320,1
Until The End,0320,3
Lieutenant colonel,0320,4
Social justice,0320,2
United States Dollar,0320,3
Benjamin Netanyahu,0320,7
Booby,0320,2
SWAT 4,0320,1
Global warming,0320,5
Newscaster,0320,8
Antibiotic resistance,0320,1
Federal State of Novorossiya,0320,3
Hell,0320,8
Soft power,0320,1
Wild turkey,0320,1
Dark on Me,0320,1
Omaha Beach,0320,8
Carnivore,0320,1
Porte de Vincennes siege,0320,2
Star Wars Galaxies,0320,2
Until the End,0320,3
Red dot sight,0320,11
George Stephanopoulos,0320,2
Oregon,0320,6
Democracy,0320,3
Firewatch,0320,3
Dragunov sniper rifle,0320,3
Hillsong Live,0320,5
Open carry in the United States,0320,34
Smith & Wesson M&P10,0320,1
Sight,0320,12
Walk in the Promise,0320,1
Stand-your-ground law,0320,1
Keffiyeh,0320,7
Runaway (U & I),0320,7
CrossFire,0320,3
Plane,0320,2
Let's Go Home,0320,1
Remington Model 700,0320,8
Flashpoint,0320,3
Same Old War,0320,1
Face the Nation,0320,1
Gurkha,0320,11
Swiss Arms,0320,1
Poland,0320,5
Fossil fuel,0320,1
The Wolf Among Us,0320,2
The Nights,0320,5
Crazy Love,0320,2
Martial arts,0320,43
Antichrist,0320,3
The Lacs,0320,4
Stonebank,0320,1
2014 pro-Russian unrest in Ukraine,0320,3
Furry Fandom,0320,4
Meet the Press,0320,1
Sharia,0320,1
Nephilim,0320,4
Dara Maclean,0320,1
Ebola virus disease,0320,10
Air Combat,0320,1
US Woodland,0320,3
Pug,0320,4
Flamethrower,0320,17
Steffany Gretzinger,0320,2
Bundy standoff,0320,5
Army Cadet Force,0320,3
Demon,0320,1
"Ted Cruz presidential campaign, 2016",0320,1
"O come, O come, Emmanuel",0320,2
Homosexuality,0320,6
The World Without US,0320,2
Without You [feat. Courtney],0320,2
Trapline,0320,1
Bob Odenkirk,0320,1
Insurgency,0320,10
Occult,0320,1
Prime minister,0320,2
Fursuit,0320,3
Nimrod,0320,1
Lebanon,0320,2
Prime Minister of Israel,0320,2
Indy Mogul,0320,1
Private first class,0320,11
Galantis,0320,5
Make-A-Wish Foundation,0320,4
EA Digital Illusions CE,0320,1
That Still Small Voice,0320,1
Book of Ezra,0320,1
Ted Cruz,0320,13
Designated marksman,0320,10
The Basic School,0320,16
Climate change,0320,7
Anthropic principle,0320,1
Monstercat,0320,5
Great Awakening,0320,1
Warrior POV,0320,6
Gender pay gap,0320,3
Kelly McGonigal,0320,2
Mk 12 Special Purpose Rifle,0320,16
Fire,0320,44
Nibiru cataclysm,0320,4
Brügger & Thomet MP9,0320,1
Baltimore Police Department,0320,2
Machinima,0320,5
Balto,0320,1
Mercenary,0320,10
Competitive dance,0320,1
Remington Model 870,0320,8
Cult to Follow,0320,1
Kundalini,0320,1
Special Forces Command,0320,3
Your Love Is My Drug,0320,3
Our Last Night,0320,4
Rust,0320,6
Wild boar,0320,14
Drug cartel,0320,5
BM-21 Grad,0320,2
National debt of the United States,0320,3
Hamas,0320,3
Tomska,0320,2
Spoiled child,0320,2
Homefront 2,0320,1
Iowa Caucus,0320,2
American Fascists,0320,1
Martial music,0320,1
End time,0320,7
Deer,0320,18
It Has Begun,0320,2
Leaving Islam: Apostates Speak Out,0320,1
United States Marine Corps Training and Education Command,0320,8
Contagion,0320,1
Dnipro Battalion,0320,1
The Way Back,0320,1
War Stories,0320,3
Alexisonfire,0320,1
Apocalyptic and post-apocalyptic fiction,0320,4
Matt Maher,0320,6
Marine Le Pen,0320,1
Yakima,0320,2
Gadsden flag,0320,3
Turkey hunting,0320,1
GBU-43/B Massive Ordnance Air Blast,0320,1
Jenn Johnson,0320,1
Retreat,0320,3
Breath,0320,2
Dannic,0320,1
Dennis Prager,0320,6
God's Not Dead,0320,2
To a Friend,0320,1
Bring It On Again,0320,4
Space.com,0320,2
Tim Kennedy,0320,25
Anthony Batts,0320,1
Evil Angel,0320,1
Fallujah,0320,37
MARPAT,0320,4
WROL,0320,2
New World Order,0320,12
Jeremy Riddle,0320,1
Hummer,0320,5
Freedom isn't free,0320,5
Royal Gurkha Rifles,0320,5
Fables,0320,1
Men of War: Assault Squad 2,0320,8
Mike Huckabee,0320,2
Weekly Torah portion,0320,1
Hiroo Onoda,0320,1
Brain,0320,4
Badger,0320,2
2003 invasion of Iraq,0320,7
Amy Millan,0320,1
Values Voter Summit,0320,1
Smokeless powder,0320,1
Corps,0320,33
Baton,0320,1
Progressive tax,0320,1
Run Wild [feat. Andy Mineo],0320,1
Bullet catch,0320,1
New Tang Dynasty Television,0320,2
Bethel Church,0320,2
Trench raiding club,0320,1
Electronic Entertainment Expo 2013,0320,2
Mosul,0320,19
Eden Project,0320,1
Men of War,0320,7
Lierre Keith,0320,1
Thou shalt not kill,0320,1
ArmaLite,0320,1
Chris Tomlin,0320,9
Amanda Falk,0320,1
Angels Fall,0320,1
Gunpowder,0320,3
Currency,0320,1
M72 LAW,0320,1
Camp Blanding,0320,2
M14 rifle,0320,17
First Great Awakening,0320,1
Rener Gracie,0320,6
Jewish people,0320,5
Rapture,0320,3
With Bob and David,0320,1
Andrew Breitbart,0320,3
Joy to the World [Unspeakable Joy],0320,1
Thorax,0320,3
Minigun,0320,25
Operation Flashpoint: Dragon Rising,0320,2
Thou shalt not bear false witness against thy neighbour,0320,1
Downplay,0320,2
Surrender (Tritonal remix) (radio edit),0320,1
Close combat,0320,1
Heroes & Generals,0320,7
Divinity,0320,2
Wolfdog,0320,1
James Mattis,0320,42
Hawk Nelson,0320,3
Shoulders,0320,1
Battle of Debaltseve,0320,2
Crywolf,0320,1
Milkor (Pty) Ltd,0320,3
Solar energy,0320,1
War Stories with Oliver North,0320,3
Commando,0320,25
Bug-out bag,0320,17
Christmas truce,0320,5
"A Complete History of the Soviet Union, Through the Eyes of a Humble Worker",0320,1
Acoustic shock,0320,1
Cash Cash,0320,1
Red vs. Blue,0320,6
Everything in Slow Motion,0320,1
Angelology,0320,1
M18 Claymore mine,0320,7
Ben Anderson,0320,3
Great Depression,0320,3
Coyote attacks on humans,0320,3
Emergency landing,0320,3
Islamic terrorism,0320,3
Limp wristing,0320,1
Survivalism,0320,20
Travis Haley,0320,12
Freedom of speech,0320,5
Down with the Fallen,0320,2
No Greater Love,0320,1
Peshmerga,0320,12
Herbert Hoover,0320,1
Adventure Club,0320,3
Airsoft gun,0320,22
Kesha,0320,20
Sound Remedy,0320,1
Bechukotai,0320,1
Porter Robinson,0320,3
Brügger & Thomet,0320,1
Improvised bombing,0320,34
Take Me Home,0320,3
Bobcat,0320,4
Mechanized infantry,0320,6
Normandy American Cemetery and Memorial,0320,1
Chris Leben,0320,1
Langtang,0320,2
The One Who Laughs Last,0320,2
Raufoss Mk 211,0320,3
Prager University,0320,11
Deadly Prey,0321,1
Rapid Fire,0321,1
Deadliest Prey,0321,1
Barrett M82,0321,19
Sentinel Prime,0321,1
Shiri,0321,1
Control Room,0321,1
First Shot,0321,1
Seven Days,0321,1
CyberTracker,0321,1
Bersaglieri,0321,1
Resident Evil Outbreak,0321,1
Resident Evil Outbreak: File #2,0321,1
PM Entertainment,0321,1
Resident Evil 5,0321,1
Ninja Assassin,0321,1
Attack Force,0321,1
The Sender,0321,1
Urban legend,03220,1
Reconnaissance,03220,72
Multi-stage fitness test,03220,1
Steam Machine,03220,1
The Dogs of War,03220,1
"3rd Battalion, 69th Armor Regiment",03220,1
War Thunder,03220,34
Grammatical tense,03220,1
Project Reality,03220,11
Prisoner of war,03220,15
Fallout: Brotherhood of Steel,03220,2
George Washington vs. William Wallace,03220,1
Operation Starlite,03220,1
Thnks Fr Th Mmrs,03220,1
Artificial intelligence,03220,2
Tom Clancy's Ghost Recon Wildlands,03220,17
Thnks fr th Mmrs,03220,1
29th Commando Regiment Royal Artillery,03220,1
Winter,03220,1
Wojtek,03220,1
Leap of Faith,03220,1
Blackbeard vs. Al Capone,03220,1
Tribe,03220,1
Band of Brothers,03220,41
Documentary film,03220,54
7th Brigade,03220,1
Multiple Integrated Laser Engagement System,03220,1
Sniper Elite 3,03220,2
Picture This,03220,1
North African Campaign,03220,2
Dishonored,03220,3
Hitman: Blood Money,03220,1
Chariot,03220,1
Jeremy Wade,03220,1
69th Armor Regiment,03220,1
Tom Clancy's Ghost Recon,03220,15
Phenotypic trait,03220,1
Superheroes,03220,2
Red Orchestra 2: Heroes of Stalingrad,03220,4
Operation Claymore,03220,1
Royal Dublin Fusiliers,03220,1
Rick Grimes vs. Walter White,03220,2
National Restaurant Association,03221,1
brass,03221,1
Bull polishing,03221,1
Sniper Elite,03221,5
Nevada,03221,1
Jason Kander,03221,2
The Division,03221,30
Mental confusion,03221,1
Tom Clancy's Rainbow Six: Siege,03221,30
National Rifle Association of the United Kingdom,03221,1
Confused.com,03221,1
Chris W. Cox,03221,1
10 metre air rifle,03221,1
Anastasia,032220,1
100 Years,032220,1
Salvia divinorum,032220,1
Shameless,032220,1
The Truman Show,032220,1
Pussy Whipped Again,032220,1
Fallout: 4,032220,58
Paper Planes,032220,1
Fallout: Nuka Break,032220,2
Quest for Camelot,032220,1
Strangers in the Wind,032221,1
Marion Band$,032221,1
Bounty Wars,032221,1
Hawthorne Heights,032221,1
Grand Theft Auto V soundtrack,032221,1
Where It's At,032221,1
Niki FM,032221,1
Hold Up,032221,1
We Found Love,032221,1
It's Not Over Yet,032221,1
Cut Copy,032221,1
Smoosh,032221,1
Verité,032221,1
Bounty hunter,032221,1
For King & Country,032221,6
Assassin's Creed,032222,39
Fallout,032222,57
Killzone 3,032222,1
Bryce Dallas Howard,032222,1
This Dark Day,032222,2
Chop Suey!,032222,1
Casino Royale,032222,1
Meant to Live,032222,1
Super Mario 64,032222,1
Run Boy Run,032222,1
Marketing of Halo 3,032222,1
Prototype 2,032230,1
Ferb Fletcher,032230,1
Phineas Flynn,032230,1
One Time,032230,1
Phineas and Ferb,032230,1
Chernobyl Diaries,032230,1
Call of Duty: Elite,032230,1
Police action,032231,1
Lego minifigure,032231,1
I'm So Sorry,032231,1
Joint Task Force,032231,1
United States Marine Corps Critical Skills Operator,032231,1
ReWalk,032231,1
Battlefield 3,032232,47
Mark 12,032232,1
Hīt,032232,1
M25 Sniper Weapon System,032232,1
.500 S&W Magnum,03230,9
Leafly,03230,1
Red 2,03230,1
Billy the Fridge,03230,1
Act of Valor,03230,35
Medal of Honor: Vanguard,03230,1
White knight,03230,1
Smith & Wesson Model 500,03230,1
Trisha Paytas,03230,1
Call of Duty: Black Ops II,03230,60
Dane Cook: Vicious Circle,03230,1
Gun control,03230,43
We Know Better (outtake),03230,1
Nail clubbing,03230,1
Damn Few,03230,1
Asian food,03230,1
Albert Wesker,03230,2
RWBY,03230,4
Returning,03230,1
Battle of Cowpens,03230,1
Medal of Honor: European Assault,03230,1
Halo: Reach,03230,15
Q,03230,1
Taken,03230,1
Leaf vegetable,03230,1
Email,03230,1
Otis Taylor,03230,2
Dish Network,03231,1
Iraq War,03231,66
Chéri,03231,1
Regulate,03231,2
Freddie Gibbs,03231,1
Deep Cover,03231,1
Return of the Mack,03231,1
Simon Rex,03231,1
Robert Duvall,03231,1
Eric B. & Rakim,03231,1
R. Lee Ermey,03231,25
Jesse Pinkman,03231,1
Resident Evil: The Umbrella Chronicles,03231,1
Know the Ledge,03231,1
Warren G,03231,3
Project X,03231,1
Fulton surface-to-air recovery system,03231,2
Kung Pow! Enter the Fist,03231,1
Rob Furlong,03231,1
Resident Evil Zero,03231,1
Marine Corps Air Ground Combat Center Twentynine Palms,03231,17
Live by the Game,03231,1
Sports Authority Field at Mile High,03231,2
Shock and awe,03231,1
Uncle Ruckus,03231,1
Huey Freeman,03231,1
Return Of The Mack,03231,1
Jerry Miculek,03231,26
Mark Morrison,03231,1
Ambitionz Az a Ridah,03231,1
Foreign relations of the United Kingdom,03231,1
Colistin,03231,1
The Boondocks - Season 3,03231,1
Sanctus Real,03232,2
Prodigal Son's Prayer (feat. The Grascals),03232,1
Leaning on the Everlasting Arms,03232,1
Greg Laswell,03232,1
Good Will Hunting,03232,1
Pokémon Diamond and Pearl,03232,1
Messa da Requiem,03232,1
Libera me,03232,1
Ninjutsu,03232,1
Weight throw,03232,1
Fire Emblem,03232,1
Mel Robbins,03232,1
The Grascals,03232,1
Rend Collective Experiment,03232,1
Battle of Mogadishu,03232,18
Dies Irae,03232,1
Josh Garrels,03232,1
Bodily I Approach (The Art of Celebration),03232,1
Hammer throw,03232,1
On Fire,03232,2
Fire Emblem Awakening,03232,1
Comes and Goes (In Waves),03232,1
My Lighthouse,03232,1
Black Hawk Down,03232,44
Matt Redman,03233,1
"10,000 Reasons (Bless the Lord)",03233,1
Terrell Suggs,03233,1
Penn State Nittany Lions football,03240,1
BØRNS,03240,2
A-Game,03240,1
Big 33 Football Classic,03240,1
Moneyball,03240,1
Gog and Magog,03240,2
The Mighty Rio Grande,03240,1
Bullet Wound,03240,1
All American Football,03240,1
This Will Destroy You,03240,2
Pittsburgh Panthers football,03240,1
Dark Lord: The Rise of Darth Vader,03240,1
LiveLeak,03240,11
War of Ezekiel 38–39,03240,1
Dollar,03240,1
Nikki Haley,03240,2
Hand grenade,03240,42
Trap God 2,03240,1
Trijicon,03241,11
The Elder Scrolls Construction Set,03241,1
Bear hunting,03241,3
AR-10,03241,5
Johnnie Walker,03241,1
Victor Cha,03241,2
Shane Smith,03241,2
Roman Empire,03241,4
DJ Kura,03241,1
North American Free Trade Agreement,03241,1
Volvo Trucks,03241,1
Ionic compound,03241,1
Bowline,03241,2
Joey Purp,03241,1
Minute of arc,03241,1
Trousers,03241,6
War bond,03241,1
Audien,03241,2
Dinghy racing,03241,1
Rank up,03241,2
Serbu Super-Shorty,03241,1
Guinness,03241,1
Longbow,03241,2
Leon,03241,1
Piano Man,03241,1
Rocket car,03241,2
Thermal weapon sight,032420,1
Theresa Vail,032420,1
Liberty Safe,032420,1
Telescopic sight,032420,8
American Technologies Network Corporation,032420,1
Miss Kansas,032420,1
Suppressor,032420,29
Palm Bay,032420,1
Alcorn State Braves,032421,1
You Got Served,032421,1
Hunting,032421,52
Records,0330,1
Wherever I May Roam,0330,1
B. E. Taylor,0330,1
The Bronx,0330,1
Mad Max Beyond Thunderdome,0330,1
NY77: The Coolest Year in Hell,0330,1
Vitamin L,0330,1
Haysi Fantayzee,0330,1
Strawberry Letter 23,0330,1
I Love the '80s,0330,1
Bowie knife,0330,1
Le Trabendo,0330,1
Kimber Custom,0330,2
Let's Go All the Way,0330,1
Go to Hell,0330,1
Pat McNamara,0330,7
Nashville Pussy,0330,1
Bushmaster M4 Type Carbine,0330,1
Allentown,0330,1
Estasi,0330,1
Ruger Security Six,0330,1
Donny Osmond,0330,1
Mogadishu Mile,0330,1
Summer In The City,0330,1
Susanna Rigacci,0330,1
Harder Than You Think,0330,2
2 Guns,0330,1
Bushmaster Firearms International,0330,1
One Of The Living,0330,1
Sniff 'n' the Tears,0330,1
Jukebox Heroes: The Foreigner Anthology,0330,1
Marie Osmond,0330,1
Sly Fox,0330,1
Combat knife,0330,1
Potential Kidd,0330,1
I Love...,0330,1
Public service announcement,0330,1
New York City blackout of 1977,0330,1
Sick of Life,0330,1
Dragon Con,0330,1
Massad Ayoob,0330,1
I'm Alright,0330,1
Michael Dougherty,0330,1
Bethlehem,0330,1
The War that Made America,0330,1
USC Trojan Marching Band,0330,1
I Love the '70s,0330,1
Heavy: The Story of Metal,0330,1
Star Wars Holiday Special,0330,2
VH1,0330,1
The Lovin' Spoonful,0330,2
Top of the Pops,0330,2
Village People,0330,2
Ruger SP-101,0330,1
Juke Box Hero,0330,2
The Spirit of Christmas,0330,1
Happy Days,0330,1
Let the Day Begin,0330,1
A Cosmic Christmas,0330,1
Iroquois,0330,1
The Christmas Story,0330,1
Man-at-arms,0330,3
Summer in the City,0330,1
One of the Living,0330,1
Meco,0330,1
Driver's Seat,0330,1
The War Tapes,0330,2
Caddyshack,0330,1
4,0330,1
Lovely Day,0330,1
Shiny Shiny,0330,1
Rick James,0330,3
Unconquered,0330,1
New Girl Now,0330,1
Honeymoon Suite,0330,1
Ruger GP100,0330,1
Combat shotgun,0330,3
Ordinary Average Guy,0330,1
Studio 54,0330,2
Yah Suh Nice,0330,1
The ScareHouse,0330,1
Tina Turner,0330,3
Key West,0331,4
Rafael dos Anjos,0331,1
Django Unchained,0331,2
Mouth Silence,0331,1
Death of the Family,0331,1
Free,0331,1
Like Humans Do,0331,1
The Best of Free: All Right Now,0331,1
Chumbawamba,0331,1
iTunes Festival: London 2011,0331,1
Hella Good,0331,1
Exxxotica,0331,1
UFC 156,0331,1
Paul Ridge,0331,1
Unchained (The Payback/Untouchable),0331,2
Francine Smith,0331,1
Voodoo Child (Slight Return) [5/25/69 San Diego Sports Arena],0331,1
Piss,0331,1
Redemption,0331,1
American Me,0331,1
Stifler's Mom,0331,1
The White Buffalo,0331,1
Solomon Kane,0331,1
WWE Superstars,0331,1
Quinton Jackson,0331,1
Baby Jane,0331,1
Jennifer Coolidge,0331,1
David Byrne,0331,1
Kangal dog,0331,1
Howie Day,0331,2
El Komander,0331,1
Malditas ganas,0331,1
Aileen Wuornos,0331,1
Neil Cicierega,0331,2
Gravity Falls,0331,1
Deadshot,0331,3
Hip Hop Hooray,0331,1
Ramón Ayala,0331,1
Children of Darkness,0331,1
Hip Hop History,0331,1
Jenni Rivera,0331,1
Tubthumping,0331,1
American Reunion,0331,1
If I Can Dream,0331,1
To Love Somebody,0331,1
Redneck Yacht Club,0331,2
Señorita,0331,1
Sonny Fodera,0331,1
Adorn,0331,1
Bad Girls Club,0331,3
David Taylor,0331,1
Meet the Quagmires,0331,1
Mr. Levenstein,0331,2
All Right Now,0331,1
Melissa Molinaro,0331,1
Blac Chyna,0331,1
Soy De Rancho,0331,1
True,0331,5
No More Sorrow,0331,1
Batman: A Death in the Family,0331,1
Rambo,0331,2
Fresno State Bulldogs football,0332,1
Squat toilet,0332,2
Paul Aguilar,0332,1
Greg Koch,0332,1
Rick Derringer,0332,1
Mexican people,0332,2
Jerry Mouse,0332,3
Clair de Lune,0332,1
Ricardo Ferretti,0332,1
Clair de lune,0332,2
Hollywood Christmas Parade,0332,1
U.S. Cup,0332,1
Dog walking,0332,1
Stone Brewing Co.,0332,1
Paul Washer,0332,2
Tom Cat,0332,2
Dan Mumm,0332,1
Kevin Eastman,0332,1
Romans 10,0332,1
StandWithUs,0332,1
San Andreas Fault,0332,1
Günter Schlierkamp,0332,1
Meat Your Maker,0332,1
San Gabriel Mountains,0332,1
B1A4,0332,1
Reindeer,0332,2
Pecos Pest,0332,1
This Is Halloween,0332,1
Tonta,0332,1
Regular Show,0332,2
Dropkick,0332,2
Real American,0332,1
Grupo Mojado,0332,1
Campbell Soup Company,0332,1
First Blood,0332,1
Tom and Jerry,0332,3
John F. MacArthur,0332,1
Mexico national football team,0332,1
Rambo: First Blood Part II,0332,1
Passages Malibu,0332,1
SOLO DAY,0332,1
Epistle to the Romans,0332,1
Toyota Isis,0332,1
Poverty,0332,2
Me Without You,0332,1
Kevin Levrone,0332,1
Snap-on,0340,1
Warn Industries,0340,2
Husky,0340,1
Smudge pot,0340,1
Forge,0340,3
Ranch Hand Truck Accessories,0340,1
Operation Red Dagger,0340,6
Mike Myers,0340,1
VK4501,0340,1
Intermodal container,0340,2
Ammunition box,0340,3
Caviar,0340,1
IMI Galil,0340,2
Spruce gum,0340,1
Wound,0340,1
Tonight,0340,1
M26 Pershing,0340,2
Sailor,0340,11
Wood-burning stove,0340,4
Silkie,0340,1
SAKO,0340,1
Beretta ARX 160,0340,3
Torture chamber,0340,1
Shipping container,0340,2
Mudlark,0340,1
Royal Marines,0340,48
Agkistrodon piscivorus,0340,3
Clam,0340,1
Cannon,0340,5
Sam's Club,0340,1
Ford F-350,0340,3
Zippo,0340,2
Forging,0340,5
Small beer,0340,1
10mm Auto,0340,4
Action game,0340,2
Norinco CQ,0340,1
Bumper,0340,1
Autocannon,0340,2
Transport,0340,1
Doctor Evil,0340,1
San Andreas,0340,8
Snakebite,0340,2
Chassis cab,0340,1
Solar power,0340,5
Native Americans in the United States,0340,6
Old Spice,0340,8
Mk44 Bushmaster II,0340,2
Emergency vehicle lighting,0340,4
7.62×39mm,0340,4
Gauze,0340,1
Savage Model 64F,0340,1
Chemical Biological Incident Response Force,0340,3
Treasure,0340,10
Feral cat,0340,2
Soldier Plate Carrier System,0340,24
British Commandos,0340,9
Quinzhee,0340,1
Chieftain tank,0340,3
Neodymium magnet,0340,1
Electric generator,0340,7
Steamship,0340,1
Scylla serrata,0340,1
Olympus Corporation,0340,1
L1A1 Self-Loading Rifle,0340,2
Dobsonfly,0340,1
Awolnation,0340,8
Northern water snake,0340,1
Robinson Armament M96 Expeditionary,0340,1
Emergency service response codes,0340,4
Freight transport,0340,2
Welding,0340,8
Homestead,0340,3
Fanta,0340,1
River,0340,2
Treasure hunting,0340,4
Ford Escape,0340,2
Tom Selleck,0340,1
You're Welcome America,0340,3
Logging,0340,1
Blue Force Gear,0340,2
Random act of kindness,0340,8
Angry Grandpa,0340,20
Galil ACE,0340,2
Axe,0340,10
M1117 Armored Security Vehicle,0340,3
Heckler & Koch HK416,0340,14
Nalgene,0340,1
Diamond,0340,1
Carnival game,0340,2
M35 2½-ton cargo truck,0340,2
Chopper,0340,3
Generac Power Systems,0340,2
Stoner 63,0340,5
Ricochet,0340,4
Drill,0340,8
Swamp,0340,1
Kubota,0340,2
Dying Light,0340,12
The Long Walk,0340,1
Major trauma,0340,3
Rich Piana,0340,2
Ranitidine,0340,1
X-Men: Apocalypse,0340,9
protein,0340,6
Role-playing video game,0340,2
Romeo & Juliet vs. Bonnie & Clyde,0340,5
Kindness,0340,3
Silly Putty,0340,1
Pinnacle Mountain,0340,1
KRISS Vector,0340,7
30 mm caliber,0340,4
Big Game,0340,3
Firewood,0340,4
Ballistics,0340,7
Begging,0340,2
Ice storm,0340,1
M101 howitzer,0340,3
Franchi SPAS-12,0340,2
Mushroom,0340,1
Ford Super Duty,0340,4
Deadly force,0340,2
Lard,0340,1
Catfish,0340,5
Blacksmith,0340,3
Israel Weapon Industries,0340,7
Amphibious warfare,0340,60
Rendering,0340,1
18th century,0340,1
SIG Sauer P238,0340,2
Incendiary ammunition,0340,3
Recreational vehicle,0340,7
Magnet,0340,2
Chainsaw,0340,6
Diesel engine,0340,10
SIG Sauer P938,0340,1
M2 Medium Tank,0340,1
Tot Ons Genoegen Rotterdam,0340,1
Shepherdstown,0340,1
Grave,0340,2
BT-7,0340,2
Contact juggling,0340,1
J-B Weld,0340,1
.50 Beowulf,0340,3
Outdoor cooking,0340,1
Rausch Gap,0340,1
Jack the Ripper vs. Hannibal Lecter,0340,7
M2 Light Tank,0340,1
Ford Interceptor,0340,4
Binding off,0340,1
Fjällräven,0340,1
Panelling,0340,1
Insurance Institute for Highway Safety,0340,1
Colonel Sanders,0340,2
Fishing bait,0340,2
Nissan Titan,0340,1
H1Z1,0340,14
Trespass,0340,4
Julie Golob,0340,1
Operation Dawn Blitz,0340,5
Waterproofing,0340,1
First responder,0340,1
Log splitter,0340,1
Automotive lighting,0340,5
Mason jar,0340,2
River Thames,0340,1
Escape tunnel,0340,1
Bismuth,0340,1
Silver,0341,1
Stink bomb,0341,1
Dental floss,0341,1
Tarpaulin,0341,7
Machete,0341,4
Humanitarian daily ration,0341,3
Bobby pin,0341,1
Subscription boxes,0341,6
Baguette,0341,1
If I Could Just Sit With You Awhile,0341,1
Tetrazzini,0341,1
Plastic shopping bag,0341,1
"Bacon, egg and cheese sandwich",0341,1
Dumpster,0341,3
Tripwire,0341,2
LifeSaver bottle,0341,1
Ammunition,0341,49
Beverage-can stove,0341,1
Wood-fired oven,0341,1
Tarp tent,0341,7
Homesteading,0341,6
Red beans and rice,0341,1
Vepr,0342,3
Nate Ruess,0342,1
Pacific Crest Trail,0342,1
Small Arms,0342,20
Botfly,0342,1
Amber DeLuca,0342,1
The Interview,0342,18
Weaver stance,0342,1
Paradiso Festival,0343,1
SIG Sauer Pro series,0343,3
Bannock,0343,1
Egg,0343,8
Matty Mullins,0343,1
Sounds True,0343,1
